id,target,feature01,feature02,feature03,feature04,feature05,feature06,feature07,feature08,feature09,feature10,feature10.1,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23
1341,115000,1.0,355.0,0,565.0,565,6,1216,5,7,1920,1,,dog,red,1,good,bad,3,1,4,2008,0,651,1997
1342,79000,1.0,280.0,0,,896,4,896,4,7,1946,1,,dog,blue,0,,bad,2,1,4,2008,0,0,1950
1343,123000,1.0,336.0,0,704.0,624,6,1136,4,7,1929,1,,,red,0,,bad,2,1,8,2008,0,512,1950
1344,81300,1.0,164.0,0,0.0,808,6,808,5,6,1945,1,,,red,0,,bad,1,1,6,2008,0,0,1995
1345,162900,2.0,360.0,0,1078.0,1128,8,1573,5,7,1930,2,,,red,1,good,bad,3,1,6,2008,0,445,1992
1346,150000,2.0,400.0,0,989.0,1245,7,2009,7,5,1939,2,,dog,red,1,good,bad,4,1,1,2008,0,764,1950
1347,123500,2.0,576.0,0,1100.0,1226,7,1902,5,5,1923,2,,,red,0,,bad,4,1,10,2008,0,676,1950
1348,129900,2.0,468.0,0,952.0,1022,8,1774,7,5,1931,2,,,green,2,bad,bad,2,2,4,2008,0,752,1950
1349,128000,2.0,502.0,0,611.0,751,6,1362,6,8,1920,2,,,red,0,,bad,3,1,6,2008,0,611,1999
1350,68500,1.0,240.0,0,520.0,520,4,520,4,6,1927,1,,,red,0,,okay,1,1,5,2008,0,0,1950
1351,127000,1.0,240.0,0,672.0,1072,6,1285,5,5,1948,1,,dog,red,0,,bad,2,1,1,2008,0,213,2001
1352,207000,2.0,370.0,0,833.0,1053,8,1848,6,7,1923,1,Pave,,red,1,good,good,4,1,6,2008,1,795,2000
1353,184000,1.0,240.0,0,1026.0,1133,8,1820,7,6,1925,2,Pave,cat,red,0,,bad,4,1,6,2008,0,687,1950
1354,162500,2.0,672.0,0,810.0,1170,8,1716,6,4,1915,2,Pave,,red,0,,good,4,1,3,2008,0,546,2004
1355,145000,1.0,240.0,0,883.0,988,8,1505,5,5,1940,1,Pave,,red,0,,bad,3,1,7,2008,0,517,1982
1356,130000,1.0,275.0,0,816.0,838,5,838,6,7,1918,1,,frog,red,0,,okay,2,1,5,2008,0,0,2000
1357,160000,1.0,360.0,0,1242.0,1242,8,1984,6,8,1910,2,Grvl,dog,red,0,,bad,5,1,9,2008,0,742,1983
1358,161000,1.0,228.0,0,588.0,833,7,1666,8,7,1925,1,Grvl,dog,red,1,good,good,3,1,6,2008,0,833,1996
1359,127500,1.0,228.0,0,796.0,825,7,1609,6,8,1910,1,,,red,0,,bad,3,1,6,2008,0,784,1950
1360,93850,2.0,440.0,0,768.0,768,4,768,6,6,1930,1,,,red,0,,bad,1,1,7,2008,0,0,1950
1361,136000,1.0,308.0,0,768.0,768,7,1536,6,6,1952,1,,,blue,0,,bad,4,1,5,2008,1,768,1952
1362,141000,2.0,400.0,0,1272.0,1272,9,1969,6,6,1938,2,,,red,1,good,bad,4,1,11,2008,0,0,1958
1363,120000,2.0,400.0,0,880.0,880,6,1308,5,6,1915,2,Grvl,,red,0,,bad,2,1,4,2008,0,428,1978
1364,127500,2.0,320.0,0,1040.0,1040,5,1040,6,7,1925,1,,,red,0,,bad,2,1,7,2008,0,0,1992
1365,127000,1.0,384.0,0,768.0,788,6,1236,6,6,1925,2,,dog,red,1,good,bad,3,1,8,2008,0,448,1950
1366,89500,0.0,0.0,0,319.0,1035,6,1406,6,7,1920,1,Grvl,dog,blue,0,,okay,3,1,3,2008,0,371,1950
1367,125000,2.0,720.0,0,825.0,825,4,825,5,7,1955,1,,dog,red,0,,bad,2,1,6,2008,0,0,1995
1368,79900,0.0,0.0,0,901.0,1088,7,1198,6,7,1920,1,,dog,red,0,,bad,4,1,9,2008,0,110,1998
1369,85000,2.0,576.0,0,451.0,759,5,759,5,8,1912,1,,,red,0,,bad,1,1,8,2008,0,0,1991
1370,82375,0.0,0.0,0,536.0,808,8,1344,3,3,1915,2,Grvl,,green,0,,bad,3,2,5,2008,0,536,1950
1371,135000,1.0,216.0,0,756.0,756,7,1469,6,7,1906,1,Grvl,dog,red,0,,bad,3,1,6,2008,0,713,1995
1372,124000,1.0,240.0,0,1046.0,1054,6,1054,5,6,1947,1,,,red,0,,bad,3,1,9,2008,0,0,1993
1373,134000,1.0,322.0,0,952.0,1211,5,1211,5,5,1968,1,,,red,1,bad,bad,3,1,8,2008,0,0,1968
1374,135000,1.0,312.0,0,720.0,720,7,1271,5,5,1948,2,,,red,1,good,bad,4,1,8,2008,0,551,1950
1375,134432,2.0,680.0,0,0.0,1120,7,1588,4,4,1959,2,,,red,1,good,bad,4,1,7,2008,0,468,1959
1376,127500,0.0,0.0,0,644.0,808,6,1355,5,7,1940,2,,,red,0,,bad,4,2,9,2008,0,547,1999
1377,148000,2.0,440.0,0,981.0,1075,6,1075,5,6,1963,1,,dog,red,0,,good,3,1,5,2008,0,0,1963
1378,129500,1.0,384.0,0,1040.0,1040,5,1040,5,5,1965,1,,,red,0,,bad,3,1,2,2008,0,0,1965
1379,157500,2.0,484.0,0,1008.0,1096,6,1096,6,5,1978,1,,,red,1,okay,bad,3,1,12,2008,0,0,1978
1380,109900,1.0,408.0,0,876.0,904,6,904,5,7,1966,1,,dog,red,0,,bad,3,1,12,2008,0,0,1966
1381,145000,1.0,294.0,0,992.0,992,6,992,5,7,1967,1,,dog,red,0,,good,3,1,7,2008,0,0,2005
1382,130000,2.0,450.0,0,894.0,894,5,894,5,7,1967,1,,,red,0,,good,3,1,5,2008,0,0,2003
1383,153000,2.0,504.0,0,450.0,1034,6,1034,6,8,1978,1,,cow,red,1,horrible,bad,3,1,5,2008,0,0,1978
1384,120000,1.0,270.0,0,1073.0,1073,6,1073,5,5,1967,1,,dog,red,0,,bad,3,1,3,2008,0,0,1967
1385,152000,2.0,506.0,0,1060.0,1126,5,1126,5,5,1984,1,,,red,0,,bad,2,1,3,2008,0,0,1984
1386,108959,2.0,400.0,0,1198.0,1258,6,1258,4,4,1969,0,,,red,0,,bad,0,2,1,2008,2,0,1969
1387,95541,2.0,400.0,0,1300.0,1140,6,1140,5,4,1920,1,,,red,0,,bad,3,1,1,2008,0,0,1950
1388,80000,0.0,0.0,0,1006.0,1006,5,1006,5,3,1959,1,,,red,0,,bad,3,1,7,2008,0,0,1959
1389,149350,1.0,271.0,0,1228.0,1228,6,1228,5,6,1966,1,,dog,red,0,,good,3,1,6,2008,1,0,2006
1390,144900,1.0,300.0,0,960.0,960,6,960,5,8,1963,1,,,red,0,,good,3,1,5,2008,0,0,2003
1391,185000,2.0,621.0,0,988.0,1188,4,1188,6,8,1956,1,,,blue,1,bad,bad,1,1,6,2008,0,0,1956
1392,165000,1.0,354.0,0,1383.0,1383,6,1383,5,5,1954,1,,cat,red,1,good,bad,3,1,6,2008,0,0,1954
1393,235000,2.0,564.0,0,1602.0,1252,4,1252,6,7,1960,1,,,red,1,good,bad,1,1,3,2008,0,0,1975
1394,140000,1.0,300.0,0,533.0,1021,6,1601,5,6,1958,1,,,red,0,,bad,3,1,12,2008,0,580,1987
1395,108000,1.0,240.0,0,672.0,672,4,672,5,8,1940,1,,cat,red,0,,bad,2,1,8,2008,0,0,1997
1396,145000,2.0,626.0,0,988.0,1721,7,1721,5,3,1960,2,,,red,2,bad,bad,3,1,12,2008,0,0,1960
1397,152400,3.0,627.0,0,576.0,864,6,1350,5,7,1941,1,,dog,red,0,,good,2,1,6,2008,1,486,1973
1398,144000,3.0,912.0,0,864.0,904,5,904,5,8,1970,1,,dog,red,0,,good,3,1,6,2008,0,0,1970
1399,173000,2.0,431.0,0,1291.0,1291,6,1291,6,5,1996,1,,,red,1,good,good,2,1,11,2008,0,0,1997
1400,192000,2.0,505.0,0,1160.0,1156,8,2022,7,5,1977,2,,,red,1,bad,bad,4,1,3,2008,1,866,1977
1401,245000,2.0,478.0,0,1524.0,1524,7,1524,7,6,1979,2,,,red,2,good,bad,3,1,4,2008,0,0,1979
1402,241500,2.0,439.0,0,1385.0,1363,5,1363,7,7,1954,1,,,red,2,bad,bad,2,1,4,2008,0,0,2005
1403,256000,2.0,529.0,0,1364.0,1663,6,1663,4,6,1954,1,,,red,2,good,good,2,1,3,2008,0,0,1994
1404,177000,1.0,312.0,0,1019.0,1357,5,1357,6,7,1959,1,,cat,red,1,good,amazing,2,1,5,2008,0,0,2006
1405,125600,1.0,249.0,0,570.0,617,5,1079,7,5,1948,1,,,red,1,good,bad,2,1,1,2008,0,462,1950
1406,155000,2.0,495.0,0,1094.0,1094,5,1094,6,5,1953,1,,,red,2,good,bad,3,1,6,2008,0,0,1953
1407,240000,2.0,360.0,0,907.0,1307,10,2358,6,8,1908,3,,,red,1,good,bad,5,1,9,2008,0,1051,1997
1408,260000,0.0,0.0,0,1580.0,1518,5,1518,5,7,1940,1,,,red,2,good,okay,2,1,1,2008,0,0,2007
1409,185000,2.0,396.0,0,1163.0,1163,8,1674,6,7,1918,2,,,red,1,good,bad,4,1,7,2008,0,511,1950
1410,235000,2.0,540.0,0,1127.0,1236,7,2108,6,7,1935,2,,,red,2,bad,good,4,1,7,2008,0,872,1986
1411,159900,1.0,322.0,0,1509.0,1509,6,1509,5,6,1956,1,,dog,blue,1,bad,good,3,1,7,2008,0,0,1956
1412,99600,0.0,0.0,0,864.0,864,4,864,5,5,1975,1,,,red,0,,bad,2,1,4,2008,0,0,1975
1413,134500,1.0,280.0,0,621.0,621,7,1269,6,8,1962,1,,cow,red,0,,bad,3,1,11,2008,1,648,2001
1414,119000,1.0,384.0,0,861.0,961,7,1367,5,8,1900,1,Grvl,dog,red,0,,bad,4,1,4,2008,0,406,1950
1415,107500,0.0,0.0,0,1117.0,820,5,1347,5,7,1910,1,,,red,0,,bad,3,1,1,2008,0,527,1991
1416,125000,1.0,240.0,0,1164.0,1164,5,1164,5,5,1950,1,,,red,0,,bad,3,1,8,2008,0,0,1950
1417,79000,0.0,0.0,0,572.0,572,5,1096,6,5,1924,1,,,green,0,,bad,2,1,4,2008,0,524,1950
1418,95000,1.0,200.0,0,616.0,616,5,1111,5,6,1941,1,,,red,0,,bad,3,1,3,2008,0,495,1950
1419,262280,2.0,514.0,0,1475.0,1532,10,2329,7,5,1990,2,,,red,1,amazing,good,4,1,5,2008,1,797,1990
1420,260000,2.0,614.0,0,1077.0,1093,9,2814,6,5,1995,2,,cat,red,1,bad,good,4,1,6,2008,1,1721,2002
1421,226500,2.0,534.0,0,1602.0,1626,7,1626,7,5,1994,2,,,red,1,bad,good,3,1,4,2008,1,0,1994
1422,225000,2.0,453.0,0,812.0,1101,9,2200,7,5,1993,2,,,red,1,bad,good,4,1,12,2008,1,1099,1994
1423,229000,2.0,472.0,0,672.0,1302,8,2037,7,5,1996,2,,,red,1,bad,good,3,1,2,2008,1,735,1996
1424,177439,2.0,484.0,0,628.0,628,6,1356,7,5,2007,2,,,red,1,good,good,3,1,3,2008,1,728,2007
1425,248500,3.0,864.0,0,1615.0,1615,7,1615,8,5,2007,2,,,red,1,good,good,3,1,5,2008,0,0,2007
1426,475000,3.0,1348.0,0,2271.0,2276,7,2276,9,5,2008,2,,,red,2,good,amazing,3,1,6,2008,0,0,2008
1427,395039,3.0,874.0,0,1751.0,1766,8,1766,9,5,2008,2,,,red,2,good,amazing,3,1,12,2008,1,0,2008
1428,228000,3.0,678.0,0,1080.0,1080,9,2097,7,5,1993,2,,,red,1,bad,good,3,1,12,2008,1,1017,1993
1429,225000,3.0,811.0,0,1401.0,1511,6,1511,8,5,1995,2,,,red,1,okay,good,3,1,2,2008,0,0,1995
1430,195000,2.0,438.0,0,1182.0,1643,6,1643,6,6,1966,2,,,red,1,good,bad,2,1,3,2008,0,0,1966
1431,200000,2.0,603.0,0,616.0,616,8,1688,6,5,1997,2,,,red,0,,good,4,1,5,2008,1,1072,1997
1432,155000,2.0,528.0,0,990.0,990,5,990,5,7,1994,1,,,red,0,,bad,3,1,8,2008,0,0,1994
1433,144000,1.0,352.0,0,1099.0,1099,6,1099,5,6,1995,1,,,red,0,,good,3,1,6,2008,1,0,2006
1434,145000,2.0,672.0,0,990.0,990,5,990,5,5,1994,1,,,red,0,,bad,3,1,2,2008,0,0,1995
1435,226001,2.0,558.0,0,1418.0,1418,5,1418,7,5,1997,2,,,red,1,bad,good,3,1,5,2008,0,0,1998
1436,215700,2.0,600.0,0,864.0,872,6,1771,6,5,1997,2,,,red,0,,good,3,1,7,2008,1,899,1997
1437,207500,2.0,532.0,0,782.0,782,6,1652,7,5,2000,2,,,red,0,,good,3,1,6,2008,1,870,2000
1438,193000,2.0,588.0,0,873.0,882,7,1790,7,5,1999,2,,,red,0,,good,3,1,6,2008,1,908,1999
1439,188000,2.0,527.0,0,880.0,880,8,1724,7,5,1998,2,,,red,0,,good,3,1,7,2008,1,844,1999
1440,191000,2.0,577.0,0,1468.0,1479,6,1479,7,5,1999,2,,,red,0,,good,3,1,7,2008,0,0,2000
1441,221000,2.0,530.0,0,1494.0,1494,6,1494,7,5,2002,2,,,red,1,bad,good,3,1,9,2008,0,0,2002
1442,231500,2.0,564.0,0,963.0,963,7,1792,7,5,2001,2,,,red,1,bad,good,3,1,5,2008,1,829,2001
1443,235000,2.0,626.0,0,928.0,928,6,1823,7,5,2000,2,,,red,0,,good,3,1,5,2008,1,895,2001
1444,223500,2.0,608.0,0,920.0,920,6,1786,7,5,2001,2,,,red,1,bad,good,3,1,9,2008,1,866,2002
1445,130250,1.0,308.0,0,938.0,938,5,938,5,6,1975,1,,dog,red,0,,bad,3,1,7,2008,0,0,1980
1446,149900,1.0,328.0,0,985.0,985,6,985,5,8,1977,2,,,red,0,,bad,3,1,11,2008,0,0,1977
1447,158000,2.0,528.0,0,864.0,1174,5,1174,5,6,1978,1,,,red,0,,bad,3,1,5,2008,0,0,1978
1448,147000,2.0,576.0,0,940.0,1026,5,1026,6,6,1978,1,,dog,red,0,,bad,3,1,10,2008,0,0,1978
1449,143195,2.0,576.0,0,1076.0,1076,5,1076,5,6,1975,1,,dog,red,1,okay,bad,3,1,9,2008,1,0,1975
1450,163000,2.0,440.0,0,864.0,1558,5,1558,5,6,1975,2,,,red,0,,bad,2,1,8,2008,0,0,2001
1451,110000,1.0,280.0,0,924.0,924,5,924,5,6,1975,1,,dog,red,0,,bad,3,1,4,2008,0,0,1975
1452,127000,1.0,352.0,0,864.0,864,5,864,5,7,1972,1,,,red,0,,bad,3,1,5,2008,0,0,1972
1453,124900,1.0,352.0,0,780.0,780,4,780,5,7,1972,1,,dog,red,0,,bad,2,1,1,2008,0,0,1972
1454,230000,2.0,534.0,0,1777.0,1795,7,1795,8,5,2002,2,,,red,1,good,good,3,1,9,2008,0,0,2002
1455,237000,2.0,577.0,0,1128.0,1128,7,2031,8,5,2002,2,,,red,1,good,good,3,1,3,2008,1,903,2002
1456,235000,3.0,839.0,0,992.0,992,7,1865,7,5,2000,2,,,red,1,bad,good,3,1,6,2008,1,873,2000
1457,230500,2.0,570.0,0,1257.0,1290,8,2161,7,5,2001,2,,,red,1,bad,good,3,1,6,2008,1,871,2001
1458,230000,3.0,660.0,0,1004.0,1004,7,1852,8,5,1999,2,,cat,red,2,bad,good,3,1,12,2008,1,848,2000
1459,222500,2.0,541.0,0,1153.0,1153,8,2031,7,5,1998,2,,,red,1,bad,good,3,1,7,2008,1,878,1999
1460,287000,2.0,905.0,0,1055.0,1055,7,2263,8,5,2001,2,,,red,1,bad,good,3,1,9,2008,1,1208,2002
1461,274000,3.0,725.0,0,1357.0,1366,7,1947,9,5,2001,2,,,red,1,bad,good,3,1,1,2008,1,581,2002
1462,300000,3.0,715.0,0,1778.0,1786,6,1786,8,5,2002,2,,,red,1,good,good,3,1,6,2008,0,0,2003
1463,255900,2.0,779.0,0,1128.0,1149,9,2290,8,5,2002,2,,,red,1,good,good,4,1,5,2008,1,1141,2002
1464,224900,2.0,543.0,0,884.0,884,8,1768,7,5,2003,2,,,red,0,,good,3,1,7,2008,1,884,2003
1465,240000,2.0,596.0,0,1129.0,1129,9,2327,7,5,2003,2,,,red,1,good,good,4,1,8,2008,1,1198,2003
1466,183000,2.0,595.0,0,798.0,798,6,1640,7,5,2003,2,,,red,0,,good,3,1,6,2008,1,842,2003
1467,207000,2.0,560.0,0,850.0,886,7,1764,8,5,1999,2,,,red,1,bad,good,3,1,6,2008,1,878,2000
1468,210000,2.0,493.0,0,915.0,933,8,1908,7,5,1994,2,,,red,1,bad,good,4,1,7,2008,1,975,1995
1469,136500,2.0,420.0,0,848.0,848,3,848,6,5,2003,1,,,red,0,,good,1,1,3,2008,0,0,2003
1470,145000,2.0,420.0,0,848.0,848,3,848,6,5,2004,1,,,red,0,,good,1,1,2,2008,0,0,2004
1471,208900,2.0,508.0,0,1478.0,1493,7,1493,6,5,1997,2,,,red,1,bad,good,3,1,4,2008,0,0,1998
1472,185000,3.0,721.0,0,1838.0,1838,8,1838,6,5,1997,2,,,red,0,,bad,2,2,7,2008,0,0,1998
1473,214000,2.0,532.0,0,1536.0,1536,7,1536,7,5,2002,2,,,red,0,,good,3,1,12,2008,0,0,2003
1474,208500,2.0,548.0,0,856.0,856,8,1710,7,5,2003,2,,,red,0,,good,3,1,2,2008,1,854,2003
1475,186500,2.0,470.0,0,1445.0,1445,6,1445,7,5,2004,2,,,red,0,,good,3,1,6,2008,0,0,2004
1476,210000,2.0,484.0,0,1436.0,1436,8,1436,7,5,2004,2,,,red,0,,good,3,1,4,2008,0,0,2004
1477,185900,2.0,520.0,0,770.0,770,6,1582,7,5,2004,2,,,red,0,,good,3,1,9,2008,1,812,2004
1478,179900,2.0,484.0,0,1234.0,1234,7,1234,8,5,2007,2,,,red,0,,good,3,1,1,2008,0,0,2007
1479,218836,3.0,814.0,0,1564.0,1564,6,1564,7,6,2007,2,,,red,0,,good,3,1,2,2008,0,0,2007
1480,193000,2.0,610.0,0,1351.0,1361,6,1361,7,5,2007,2,,,red,0,,good,3,1,6,2008,0,0,2007
1481,189000,2.0,410.0,0,728.0,728,7,1456,7,5,2005,2,,,red,1,good,good,3,1,10,2008,1,728,2005
1482,149300,2.0,420.0,0,848.0,848,3,848,6,5,2004,1,,,red,1,bad,good,1,1,5,2008,0,0,2004
1483,141000,2.0,420.0,0,848.0,848,3,848,6,5,2004,1,,,red,1,bad,good,1,1,5,2008,0,0,2004
1484,149000,2.0,420.0,0,848.0,848,3,848,6,5,2004,1,,,red,1,good,good,1,1,1,2008,0,0,2004
1485,144500,2.0,420.0,0,848.0,848,4,848,6,5,2004,1,,,red,1,good,good,1,1,6,2008,0,0,2004
1486,85000,0.0,0.0,0,796.0,796,4,796,5,7,1910,1,,dog,blue,0,,bad,2,1,5,2008,0,0,1950
1487,145900,0.0,0.0,0,1272.0,1272,9,2200,5,7,1900,2,,cat,red,0,,bad,4,2,9,2008,2,928,2003
1488,123000,1.0,264.0,0,1092.0,1092,6,1092,5,5,1966,1,,dog,red,0,,bad,3,1,4,2008,0,0,1966
1489,147500,1.0,276.0,0,1256.0,1256,6,1256,5,6,1965,1,,,red,0,,bad,3,1,6,2008,1,0,1965
1490,165000,2.0,504.0,0,456.0,1033,6,1033,5,5,1976,1,,,red,0,,bad,3,1,4,2008,0,0,1976
1491,135000,2.0,480.0,0,1127.0,1127,6,1127,6,6,1976,1,,,red,1,horrible,bad,3,1,5,2008,1,0,1976
1492,108000,0.0,0.0,0,996.0,996,6,996,5,6,1940,1,,,red,1,good,bad,3,1,7,2008,0,0,1969
1493,137500,2.0,588.0,0,1138.0,1181,6,1181,4,5,1972,2,,dog,red,0,,bad,3,1,4,2008,0,0,1972
1494,165400,2.0,397.0,0,746.0,760,7,1656,7,5,2003,2,,,red,1,good,good,3,1,7,2008,1,896,2004
1495,147000,2.0,542.0,0,1029.0,1117,6,1117,6,6,1977,1,,,red,1,okay,bad,3,1,11,2008,0,0,1977
1496,160500,2.0,440.0,0,684.0,684,6,1398,6,7,1976,1,,dog,red,1,bad,bad,3,1,2,2008,1,714,2001
1497,176000,2.0,451.0,0,1132.0,1132,5,1132,4,5,2005,1,,,red,0,,good,2,1,6,2008,1,0,2005
1498,284700,2.0,624.0,0,0.0,3820,11,3820,5,7,1959,3,,,red,2,good,amazing,5,1,7,2008,1,0,1996
1499,160000,2.0,1418.0,480,6110.0,4692,12,5642,10,5,2008,2,,,red,3,good,amazing,3,1,1,2008,1,950,2008
1500,148000,2.0,525.0,0,547.0,1072,5,1072,6,5,2005,1,,,red,0,,bad,2,1,6,2008,0,0,2005
1501,82000,0.0,0.0,0,0.0,1152,6,1152,4,5,1955,2,,,yellow,0,,okay,2,2,6,2008,0,0,1955
1502,82000,0.0,0.0,0,0.0,1152,6,1152,4,5,1955,2,,,red,0,,bad,2,2,6,2008,0,0,1955
1503,118000,0.0,0.0,0,1440.0,1440,8,1440,4,4,1955,2,,,green,0,,okay,4,2,9,2008,0,0,1955
1504,82500,0.0,0.0,0,0.0,1152,6,1152,4,5,1955,2,,,green,0,,bad,2,2,7,2008,0,0,1955
1505,91900,0.0,0.0,0,784.0,784,4,784,4,5,1955,1,,,yellow,0,,bad,2,1,5,2008,0,0,1955
1506,120000,0.0,0.0,0,585.0,585,5,1053,5,7,1938,1,,,green,0,,amazing,2,1,1,2008,1,468,2007
1507,96000,0.0,0.0,0,0.0,929,8,1137,5,8,1947,1,,,red,0,,bad,4,1,4,2008,1,208,1993
1508,99000,1.0,286.0,0,911.0,930,5,930,4,5,1953,1,,dog,red,0,,bad,2,1,5,2008,0,0,1953
1509,130500,1.0,240.0,0,768.0,768,6,1200,5,6,1946,1,,,red,0,,bad,3,1,5,2008,0,432,1995
1510,135000,1.0,548.0,0,941.0,997,7,1470,4,6,1954,2,,,red,0,,bad,4,1,5,2008,0,473,1972
1511,135500,1.0,300.0,0,816.0,872,8,1393,5,7,1955,1,,,red,0,,bad,3,1,4,2008,1,521,1955
1512,100000,1.0,312.0,0,416.0,1204,6,1204,4,6,1954,1,,,blue,0,,bad,3,1,11,2008,0,0,1954
1513,108000,1.0,205.0,0,949.0,949,6,1292,4,7,1923,1,,,red,0,,good,3,1,6,2008,1,343,2008
1514,98000,0.0,0.0,0,864.0,864,5,864,5,6,1925,1,,,blue,0,,bad,2,1,4,2008,0,0,1950
1515,67000,0.0,0.0,0,864.0,864,5,864,3,3,1914,1,Grvl,,green,0,,bad,2,1,9,2008,0,0,1950
1516,135900,0.0,0.0,0,780.0,936,9,1716,5,6,1912,2,Grvl,,red,0,,okay,6,1,3,2008,0,780,2000
1517,140000,1.0,400.0,0,672.0,810,7,1482,6,8,1925,2,,,red,0,,okay,4,1,3,2008,0,672,1950
1518,179500,1.0,240.0,0,720.0,1052,8,2192,5,8,1939,2,,,red,1,good,good,4,1,7,2008,1,720,1997
1519,136500,2.0,576.0,0,1181.0,1390,7,1694,6,5,1925,2,,,red,1,good,bad,4,1,6,2008,0,304,1950
1520,168000,1.0,312.0,0,1228.0,1424,7,1424,7,8,1921,2,,,red,1,good,bad,2,1,4,2008,0,0,1950
1521,130000,0.0,0.0,0,940.0,1024,7,1964,5,6,1911,1,,,blue,0,,bad,4,1,11,2008,1,940,1950
1522,189000,2.0,621.0,0,612.0,990,8,2601,5,6,1921,3,,,red,0,,bad,4,1,5,2008,1,1611,1998
1523,161900,2.0,480.0,0,960.0,960,10,1920,6,7,1930,2,,,red,2,good,bad,4,2,7,2008,2,960,1950
1524,145000,1.0,369.0,0,644.0,672,6,1316,6,6,1926,1,,dog,red,1,good,bad,2,1,7,2008,0,644,1950
1525,191000,2.0,672.0,0,588.0,1423,11,2555,6,7,1922,2,,,red,1,good,bad,3,1,9,2008,0,748,1994
1526,177000,1.0,308.0,0,840.0,840,8,1680,6,7,1915,2,,,red,0,,bad,4,1,3,2008,0,840,1976
1527,147500,2.0,400.0,0,676.0,676,6,1264,6,6,1914,1,,,red,0,,bad,3,1,1,2008,0,588,1995
1528,91000,1.0,160.0,0,768.0,790,4,790,6,5,1930,1,,,red,0,,bad,2,1,4,2008,0,0,1950
1529,231000,1.0,180.0,0,798.0,798,7,1512,8,9,1925,2,,cat,red,1,good,good,3,1,6,2008,0,714,1997
1530,115000,1.0,240.0,0,1064.0,1166,6,1639,6,5,1936,1,,,blue,0,,bad,3,1,3,2008,0,0,1950
1531,138000,2.0,599.0,0,784.0,819,7,1603,6,3,1923,1,,,red,1,good,bad,4,1,6,2008,0,784,1950
1532,149000,1.0,270.0,0,776.0,851,6,1502,7,6,1931,1,,dog,red,1,good,bad,3,1,2,2008,1,651,2000
1533,188700,1.0,240.0,0,715.0,849,6,1660,6,7,1934,1,,,blue,1,good,bad,3,1,8,2008,1,811,1995
1534,198000,1.0,240.0,0,942.0,1265,7,1938,5,6,1937,2,Grvl,,red,1,good,good,4,1,7,2008,0,673,1995
1535,110000,1.0,225.0,0,884.0,932,6,1374,5,4,1938,1,Grvl,,green,0,,bad,3,1,3,2008,0,442,1950
1536,104000,1.0,344.0,0,1091.0,1091,5,1091,6,5,1951,1,,dog,blue,1,bad,bad,2,1,5,2008,0,0,1951
1537,257076,2.0,786.0,0,608.0,983,9,1873,8,6,1935,1,,,red,2,good,bad,4,1,6,2008,1,890,1950
1538,381000,3.0,1014.0,0,728.0,1968,11,3447,8,9,1935,3,,cow,red,2,good,good,4,1,5,2008,1,1479,1997
1539,311500,2.0,431.0,0,798.0,1137,8,1954,7,9,1939,1,,,red,2,bad,good,3,1,5,2008,1,817,2006
1540,263400,2.0,506.0,0,832.0,1218,8,2161,7,9,1950,2,,,red,2,bad,good,3,1,4,2008,1,943,2000
1541,236500,2.0,484.0,0,1898.0,1898,7,1898,5,5,1956,2,,dog,blue,2,bad,bad,3,1,4,2008,1,0,1956
1542,224000,2.0,924.0,0,1296.0,1640,7,1640,6,7,1954,1,,,red,1,good,good,3,1,11,2008,0,0,2006
1543,116500,2.0,462.0,0,516.0,516,5,1032,6,6,1980,1,,cat,red,1,bad,bad,2,1,12,2008,0,516,1980
1544,151000,2.0,452.0,0,716.0,716,6,1556,6,6,1980,2,,cat,red,1,bad,bad,3,1,7,2008,1,840,1980
1545,126000,1.0,195.0,0,894.0,919,5,919,6,8,1926,1,,dog,red,0,,bad,2,1,7,2008,0,0,1998
1546,120000,1.0,240.0,0,720.0,760,5,1090,6,8,1940,1,,,red,0,,bad,3,1,7,2008,0,330,2006
1547,55000,0.0,0.0,0,796.0,796,5,796,4,4,1922,1,,dog,red,0,,bad,2,1,1,2008,0,0,1950
1548,120500,1.0,432.0,0,816.0,816,5,816,6,8,1930,1,,,red,0,,bad,2,1,6,2008,0,0,2007
1549,120500,1.0,924.0,0,740.0,778,4,778,5,6,1940,1,,,red,1,good,bad,2,1,2,2008,0,0,1955
1550,119000,0.0,0.0,0,780.0,780,7,1200,5,7,1930,1,,,blue,0,,bad,4,1,7,2008,0,420,1950
1551,126000,1.0,288.0,0,624.0,1092,7,1656,5,5,1967,1,,dog,red,1,horrible,bad,3,1,7,2008,1,564,1967
1552,99500,1.0,360.0,0,520.0,912,5,912,5,7,1930,1,,,blue,0,,bad,2,1,5,2008,0,0,1995
1553,165500,1.0,356.0,0,1151.0,1151,7,1955,5,5,1958,2,,,blue,0,,bad,4,1,1,2008,0,804,1958
1554,13100,2.0,487.0,0,0.0,733,4,733,1,5,1952,1,,,blue,0,,okay,2,1,2,2008,0,0,1952
1555,89000,1.0,185.0,0,173.0,825,6,1361,4,7,1895,1,,,red,0,,bad,2,1,7,2008,0,536,1950
1556,40000,1.0,250.0,0,649.0,649,6,1317,4,4,1920,1,Pave,dog,red,0,,bad,3,1,7,2008,0,668,1950
1557,80900,1.0,195.0,0,356.0,671,5,1049,4,7,1910,1,,,blue,0,,bad,2,1,5,2008,0,378,2000
